Date,Actual,Forecast
2022-10-13,221.72000122070312,337.82167967837756
2022-10-14,204.9900054931641,336.95093401950305
2022-10-17,219.3500061035156,336.48291405719226
2022-10-18,220.19000244140625,336.6342023281426
2022-10-19,222.0399932861328,336.71505221408313
2022-10-20,207.27999877929688,336.78033002894824
2022-10-21,214.44000244140625,337.6952725319237
2022-10-24,211.25,338.45148381274646
2022-10-25,222.4199981689453,339.50199708026355
2022-10-26,224.63999938964844,339.99982842486804
2022-10-27,225.08999633789065,340.63614758532947
2022-10-28,228.5200042724609,342.5786553291649
2022-10-31,227.5399932861328,345.2638102440209
2022-11-01,227.82000732421875,343.7116709617943
2022-11-02,214.97999572753903,343.3925448326439
2022-11-03,215.3099975585937,342.56086930316394
2022-11-04,207.47000122070312,341.0835476784081
2022-11-07,197.0800018310547,339.04488810580676
2022-11-08,191.3000030517578,338.053249922213
2022-11-09,177.58999633789062,337.3625474838585
2022-11-10,190.72000122070312,336.5920515922875
2022-11-11,195.97000122070312,336.0894025234551
2022-11-14,190.9499969482422,336.85579451602405
2022-11-15,194.4199981689453,337.2918220428795
2022-11-16,186.9199981689453,336.83429178279346
2022-11-17,183.1699981689453,335.5514329342217
2022-11-18,180.19000244140625,333.4417780308098
2022-11-21,167.8699951171875,333.8343507913918
2022-11-22,169.91000366210938,335.29510506671375
2022-11-23,183.1999969482422,335.6897521881432
2022-11-25,182.8600006103516,335.8633187679619
2022-11-28,182.9199981689453,336.0716439155907
2022-11-29,180.8300018310547,336.5663834480614
2022-11-30,194.6999969482422,336.3695603279442
2022-12-01,194.6999969482422,334.7900834946007
2022-12-02,194.8600006103516,334.1585143474907
2022-12-05,182.4499969482422,334.04615553897327
2022-12-06,179.82000732421875,333.51131155770724
2022-12-07,174.0399932861328,333.49130430501407
2022-12-08,173.44000244140625,333.3644361762375
2022-12-09,179.0500030517578,333.3518156675667
2022-12-12,167.82000732421875,331.45722898524707
2022-12-13,160.9499969482422,330.22365745585864
2022-12-14,156.8000030517578,331.3428773550362
2022-12-15,157.6699981689453,330.53535779994434
2022-12-16,150.22999572753906,330.3849998382897
2022-12-19,149.8699951171875,332.2026747731537
2022-12-20,137.8000030517578,332.6654977915854
2022-12-21,137.57000732421875,332.266108837542
2022-12-22,125.3499984741211,331.3775428203911
2022-12-23,123.1500015258789,330.50953229945605
2022-12-27,109.0999984741211,329.3589127926201
2022-12-28,112.70999908447266,332.84395528594484
2022-12-29,121.81999969482422,335.12318548243945
2022-12-30,123.18000030517578,337.78805121463245
2023-01-03,108.0999984741211,339.1355758575768
2023-01-04,113.63999938964844,340.2183676628441
2023-01-05,110.33999633789062,339.4889884857506
2023-01-06,113.05999755859376,339.572368231234
2023-01-09,119.7699966430664,337.6632123855919
2023-01-10,118.8499984741211,336.411013927874
2023-01-11,123.22000122070312,336.03978618663257
2023-01-12,123.55999755859376,335.51994618457263
2023-01-13,122.4000015258789,334.2129819063515
2023-01-17,131.49000549316406,333.89827391189044
2023-01-18,128.77999877929688,333.16692989748424
2023-01-19,127.16999816894533,332.7424995718569
2023-01-20,133.4199981689453,333.56171473544543
2023-01-23,143.75,335.3511634735436
2023-01-24,143.88999938964844,336.3434029487938
2023-01-25,144.42999267578125,337.9459000496239
2023-01-26,160.27000427246094,338.78626688998645
2023-01-27,177.89999389648438,338.4026041893334
2023-01-30,166.66000366210938,338.3872905639977
2023-01-31,173.22000122070312,337.9108439354271
2023-02-01,181.4100036621093,338.25718459170764
2023-02-02,188.2700042724609,340.2314043907494
2023-02-03,189.97999572753903,340.03111275714343
2023-02-06,194.759994506836,339.8095541862816
2023-02-07,196.8099975585937,339.32461318057483
2023-02-08,201.2899932861328,337.87499484103625
2023-02-09,207.32000732421875,336.93699273150867
2023-02-10,196.88999938964844,337.04227932971423
2023-02-13,194.63999938964844,336.17755469363635
2023-02-14,209.25,335.95421990436023
2023-02-15,214.2400054931641,336.079238739428
2023-02-16,202.0399932861328,335.05376991313403
2023-02-17,208.3099975585937,334.1873025564522
2023-02-21,197.3699951171875,333.2334670988888
2023-02-22,200.8600006103516,333.9347412256569
2023-02-23,202.07000732421875,333.7437138227791
2023-02-24,196.8800048828125,333.50628021043246
2023-02-27,207.6300048828125,333.5117219356865
2023-02-28,205.7100067138672,333.5118905572266
2023-03-01,202.7700042724609,334.045104351458
2023-03-02,190.8999938964844,333.1672840682835
2023-03-03,197.7899932861328,332.54118749183124
2023-03-06,193.8099975585937,331.5868150858254
2023-03-07,187.7100067138672,330.82259592097705
2023-03-08,182.0,331.404355016169
2023-03-09,172.9199981689453,331.7796976236672
2023-03-10,173.44000244140625,332.48339470904773
2023-03-13,174.47999572753906,332.8139640843541
2023-03-14,183.259994506836,334.11756667178577
2023-03-15,180.4499969482422,334.93333300631946
2023-03-16,184.1300048828125,336.4317124752373
2023-03-17,180.1300048828125,337.289005365786
2023-03-20,183.25,338.22459038775867
2023-03-21,197.5800018310547,339.00304087680286
2023-03-22,191.1499938964844,339.03822669070667
2023-03-23,192.22000122070312,338.75552805942004
2023-03-24,190.4100036621093,337.70953473132556
2023-03-27,191.8099975585937,335.85793909114307
2023-03-28,189.19000244140625,335.5605848697991
2023-03-29,193.8800048828125,335.56244000476306
2023-03-30,195.27999877929688,335.554625835833
2023-03-31,207.4600067138672,335.4433351425499
2023-04-03,194.7700042724609,335.80227955859607
2023-04-04,192.5800018310547,336.0321465401024
2023-04-05,185.5200042724609,336.43882378619617
2023-04-06,185.0599975585937,336.0559540657372
2023-04-10,184.509994506836,336.01138028186267
2023-04-11,186.7899932861328,336.3545730976433
2023-04-12,180.5399932861328,336.7514463333458
2023-04-13,185.8999938964844,336.8558507828087
2023-04-14,185.0,336.9483199982018
2023-04-17,187.0399932861328,337.99842843097156
2023-04-18,184.3099975585937,339.2170778183312
2023-04-19,180.58999633789065,339.4192696480126
2023-04-20,162.99000549316406,339.80825575869983
2023-04-21,165.0800018310547,339.41495760959094
2023-04-24,162.5500030517578,338.82235201877063
2023-04-25,160.6699981689453,338.11537989657825
2023-04-26,153.75,337.4914446739525
2023-04-27,160.19000244140625,336.315137472567
2023-04-28,164.30999755859375,335.064316120562
2023-05-01,161.8300018310547,334.61400398295825
2023-05-02,160.30999755859375,334.566242900309
2023-05-03,160.61000061035156,335.60232504886096
2023-05-04,161.1999969482422,335.71803435367053
2023-05-05,170.05999755859375,335.3600963024468
2023-05-08,171.7899932861328,335.1163159279198
2023-05-09,169.14999389648438,334.83357783835834
2023-05-10,168.5399932861328,334.8327738909096
2023-05-11,172.0800018310547,335.40647443812793
2023-05-12,167.97999572753906,335.65286335032886
2023-05-15,166.35000610351562,335.667316284594
2023-05-16,166.52000427246094,335.5314086346001
2023-05-17,173.86000061035156,335.96456941646045
2023-05-18,176.88999938964844,335.81680020373767
2023-05-19,180.13999938964844,335.8383870987267
2023-05-22,188.8699951171875,336.86386117022937
2023-05-23,185.7700042724609,337.73901423495715
2023-05-24,182.8999938964844,338.8869834808678
2023-05-25,184.47000122070312,339.3400274185509
2023-05-26,193.1699981689453,339.3709798721642
2023-05-30,201.1600036621093,339.2000666527123
2023-05-31,203.92999267578125,338.2779003052086
2023-06-01,207.5200042724609,337.97185477298206
2023-06-02,213.97000122070312,337.43979367297595
2023-06-05,217.6100006103516,336.89786061328357
2023-06-06,221.3099975585937,336.9356828598351
2023-06-07,224.57000732421875,336.6851452259392
2023-06-08,234.8600006103516,335.46236428302234
2023-06-09,244.3999938964844,334.0985656647057
2023-06-12,249.8300018310547,334.15520879310077
2023-06-13,258.7099914550781,333.82286587041324
2023-06-14,256.7900085449219,334.0553300051064
2023-06-15,255.8999938964844,335.22950657885974
2023-06-16,260.5400085449219,336.11002811473315
2023-06-20,274.45001220703125,336.7712906269402
2023-06-21,259.4599914550781,336.8045929340691
2023-06-22,264.6099853515625,337.1241694359154
2023-06-23,256.6000061035156,337.83767899554675
2023-06-26,241.0500030517578,338.2675734428734
2023-06-27,250.2100067138672,338.28528126758044
2023-06-28,256.239990234375,338.0378805069298
2023-06-29,257.5,337.73255499881213
2023-06-30,261.7699890136719,338.0076871780724
2023-07-03,279.82000732421875,338.0040384201378
2023-07-05,282.4800109863281,337.8532224563927
2023-07-06,276.5400085449219,336.977445688662
2023-07-07,274.42999267578125,336.56516346019214
2023-07-10,269.6099853515625,336.27838930171436
2023-07-11,269.7900085449219,336.434832659182
2023-07-12,271.989990234375,336.51952179950183
2023-07-13,277.8999938964844,336.61065920871204
2023-07-14,281.3800048828125,335.6578439144463
2023-07-17,290.3800048828125,335.4116688637108
2023-07-18,293.3399963378906,335.6958964733452
2023-07-19,291.260009765625,335.95067271274036
2023-07-20,262.8999938964844,336.80540236514514
2023-07-21,260.0199890136719,337.8201504616112
2023-07-24,269.0599975585937,337.8404107956261
2023-07-25,265.2799987792969,337.83445748370593
2023-07-26,264.3500061035156,337.46338757556384
2023-07-27,255.7100067138672,337.08879241031116
2023-07-28,266.44000244140625,336.95132216494983
2023-07-31,267.42999267578125,336.73592504542773
2023-08-01,261.07000732421875,336.603969421801
2023-08-02,254.1100006103516,336.8169265655846
2023-08-03,259.32000732421875,336.6019345192284
2023-08-04,253.8600006103516,336.6340900329918
2023-08-07,251.4499969482422,337.0384794144005
2023-08-08,249.6999969482422,337.36394700091785
2023-08-09,242.19000244140625,337.68404063266223
2023-08-10,245.33999633789065,338.5409289268822
2023-08-11,242.6499938964844,339.7204576401085
2023-08-14,239.759994506836,339.90815695804065
2023-08-15,232.9600067138672,339.7318640617699
2023-08-16,225.6000061035156,340.1939249901146
2023-08-17,219.22000122070312,340.56991967242664
2023-08-18,215.4900054931641,344.21268471759265
2023-08-21,231.27999877929688,345.3658085731835
2023-08-22,233.19000244140625,345.90381726306384
2023-08-23,236.8600006103516,346.5797072319359
2023-08-24,230.0399932861328,347.1623068718285
2023-08-25,238.58999633789065,349.58877667468494
2023-08-28,238.82000732421875,348.40091809314197
2023-08-29,257.17999267578125,347.9389353660912
2023-08-30,256.8999938964844,346.9222250847191
2023-08-31,258.0799865722656,344.91922864001697
2023-09-01,245.009994506836,340.8527594475121
2023-09-05,256.489990234375,333.4548369912476
2023-09-06,251.9199981689453,330.4057296184868
2023-09-07,251.4900054931641,328.64317997973865
2023-09-08,248.5,327.1934495834679
2023-09-11,273.5799865722656,326.4282246498436
2023-09-12,267.4800109863281,328.1208244232506
2023-09-13,271.29998779296875,331.02384063285297
2023-09-14,276.0400085449219,333.60302778762286
2023-09-15,274.3900146484375,336.85928544085925
2023-09-18,265.2799987792969,339.5113569168419
2023-09-19,266.5,339.30585965197986
2023-09-20,262.5899963378906,339.1833029655785
2023-09-21,255.6999969482422,337.6814375786156
2023-09-22,244.8800048828125,338.4119244484276
2023-09-25,246.9900054931641,338.8371139435143
2023-09-26,244.1199951171875,337.23515614551013
2023-09-27,240.5,335.8347555069298
2023-09-28,246.3800048828125,332.71831266265815
2023-09-29,250.22000122070312,330.8858472971291
2023-10-02,251.6000061035156,331.5182373194069
2023-10-03,246.52999877929688,332.85935283136075
2023-10-04,261.1600036621094,331.91929581445163
2023-10-05,260.04998779296875,332.2030654816002
2023-10-06,260.5299987792969,331.0875107912392
2023-10-09,259.6700134277344,330.62233790439075
2023-10-10,263.6199951171875,331.3803845314354
2023-10-11,262.989990234375,330.7095204262108
2023-10-12,258.8699951171875,331.0115602878899
2023-10-13,251.1199951171875,330.6152013210625
2023-10-16,253.9199981689453,332.1506413487763
2023-10-17,254.8500061035156,335.79335245173877
2023-10-18,242.67999267578125,340.07007559817737
2023-10-19,220.1100006103516,343.31547268908923
2023-10-20,211.9900054931641,344.51708802264636
2023-10-23,212.0800018310547,344.4379301933617
2023-10-24,216.5200042724609,343.07539662402576
2023-10-25,212.4199981689453,341.1161871818871
2023-10-26,205.759994506836,344.13463410418933
2023-10-27,207.3000030517578,343.37541588824695
2023-10-30,197.3600006103516,340.3027649788231
2023-10-31,200.83999633789065,337.2524257568688
2023-11-01,205.6600036621093,333.95229741614764
2023-11-02,218.509994506836,333.01221239250606
2023-11-03,219.9600067138672,332.8120330670894
2023-11-06,219.2700042724609,334.3273813394875
2023-11-07,222.17999267578125,332.9974500803322
2023-11-08,222.1100006103516,333.0923960177273
2023-11-09,209.97999572753903,332.76232412886327
2023-11-10,214.6499938964844,331.7466230062813
2023-11-13,223.7100067138672,331.5316139129967
2023-11-14,237.4100036621093,330.1185532478661
2023-11-15,242.83999633789065,329.35175379794543
2023-11-16,233.58999633789065,329.0967639355034
2023-11-17,234.3000030517578,330.1922381786675
2023-11-20,235.6000061035156,327.98047265094226
2023-11-21,241.1999969482422,327.938353147921
2023-11-22,234.2100067138672,331.5516323713631
2023-11-24,235.4499969482422,334.07889565509265
2023-11-27,236.0800018310547,335.11749633830493
2023-11-28,246.72000122070312,335.459609833178
2023-11-29,244.13999938964844,336.8201139835686
2023-11-30,240.0800018310547,337.0712252525658
2023-12-01,238.8300018310547,337.66357811969226
2023-12-04,235.5800018310547,338.2149272827477
2023-12-05,238.72000122070312,337.4695039657921
2023-12-06,239.3699951171875,335.46145924609607
2023-12-07,242.63999938964844,334.7797791628212
2023-12-08,243.83999633789065,335.94353326838916
2023-12-11,239.7400054931641,336.684526768145
2023-12-12,237.009994506836,335.58840593379443
2023-12-13,239.2899932861328,334.3629324106545
2023-12-14,251.0500030517578,332.59322377723163
2023-12-15,253.5,329.9608927635521
2023-12-18,252.0800018310547,330.0162740616173
2023-12-19,257.2200012207031,330.8445257810921
2023-12-20,247.13999938964844,333.8481124309868
2023-12-21,254.5,335.75414737742847
2023-12-22,252.5399932861328,337.5648628143639
2023-12-26,256.6099853515625,337.24930581134265
2023-12-27,261.44000244140625,336.96631487887805
2023-12-28,253.17999267578125,335.59526428264087
2023-12-29,248.47999572753903,335.43515023272937
2024-01-02,248.4199981689453,336.4854381946892
2024-01-03,238.4499969482422,336.4118176369042
2024-01-04,237.92999267578125,334.9809423355431
2024-01-05,237.4900054931641,333.2751764921517
2024-01-08,240.4499969482422,333.5902836589188
2024-01-09,234.9600067138672,335.2232609657616
2024-01-10,233.94000244140625,337.3606754211754
2024-01-11,227.22000122070312,339.7211547760338
2024-01-12,218.88999938964844,341.39147099536365
2024-01-16,219.9100036621093,344.39461621325916
